Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
هل يمكنني خلط لقاحات كوفيد-19 ومطابقتها من جهات تصنيع مختلفة؟	نعم، بعد إكمال سلسلة تطعيماتك الأولى. وهذا في الولايات المتحدة يعني:\n\n*   جرعتان من لقاح Pfizer بفاصل 21 يومًا، أو \n*   جرعتان من لقاح Moderna بفاصل 28 يومًا، أو \n*   جرعة واحدة للقاح Johnson & Johnson\n\nثم يمكنك اختيار لقاح آخر لتتلقاه كجرعة معززة. قد يفضل بعض الناس اللقاح نفسه الذي حصلوا عليه من قبل، وقد يفضل البعض الآخر الحصول على جرعة معززة من لقاح مختلف. تسمح الآن توصيات مركز مكافحة الأمراض والوقاية منها (CDC) بهذا النوع من جرعات المزيج المتطابق في الجرعات المعززة.\n\nيُنصح بشدة بالتطعيم بجرعة معززة من لقاح Pfizer أو Moderna لأولئك الذين حصلوا على لقاح Johnson & Johnson.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	11
ماذا لو كنت قد تلقيت التطعيم خارج الولايات المتحدة؟ هل يمكنني الحصول هنا على أحد اللقاحات أو جرعة معززة؟	نعم. وإليك توصيات مركز مكافحة الأمراض والوقاية منها:\n\n*   إذا تم تطعيمك خارج الولايات المتحدة بلقاح اعتمدته أو صرحت به إدارة الغذاء والدواء، يمكنك الحصول على جرعة ثانية أو جرعة معززة أو جرعة إضافية. يجب أن تتبع [جداول الأهلية والتوقيت داخل الولايات المتحدة](https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines.html).\n*   إذا تلقيت جرعة واحدة أو جرعتين من اللقاحات التي على قائمة الاستعمال في حالات الطوارئ (EUL) الصادرة عن منظمة الصحة العالمية (WHO)، يمكنك الحصول على جرعة ثانية أو جرعة معززة أو جرعة إضافية من لقاح Pfizer. يجب أن تتبع [جداول الأهلية والتوقيت داخل الولايات المتحدة](https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines.html).\n*   إذا حصلت على أحد لقاحات كوفيد-19 ليس على قائمة الاستعمال في حالات الطوارئ (EUL) الصادرة عن منظمة الصحة العالمية (WHO)، يجب أن تبدأ من جديد. احصل على لقاح مصرح به/معتمد من إدارة الغذاء والدواء (FDA) واتبع [جدول مواعيده](https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines.html).\n\nحدد موعدًا لحصولك على اللقاح عبر [My Turn](https://myturn.ca.gov/).\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	12
كم تكلفة لقاح كوفيد-19؟	لن يكلفك شيئًا. إن لقاحات كوفيد-19، بما في ذلك عملية إعطائها وتقديمها، مجانية لعامة الناس.\n\nاقرأ المزيد في [اعرف حقوق الرعاية الصحية الخاصة بك (PDF)](https://www.dmhc.ca.gov/Portals/0/Docs/DO/VaccineFactSheetAccessible.pdf) الصادرة عن إدارة الرعاية الصحية المدارة.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	13
هل يجب أن أكون مقيمًا في كاليفورنيا للحصول على لقاح كوفيد-19؟	لا، الأهلية للحصول على اللقاح تعتمد على العمر. حالة الهجرة أو الإقامة الخاصة بك لا تهم.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	14
كيف ألغي أو أعيد جدولة موعد حصولي على اللقاح من خلال My Turn؟	إذا كنت بحاجة إلى إلغاء موعدك أو إعادة جدولته، فيمكنك القيام بذلك في صفحة [إدارة مواعيدك](https://myturn.ca.gov/manage).\n\nسيطلب منك تأكيد موعدك من خلال:\n\n*   رقم تأكيد موعدك، و \n*   إما رقم هاتفك الخلوي أو عنوان بريدك الإلكتروني.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	15
لقد أصبت بالفعل بكوفيد-19. هل يجب أن أحصل على لقاح كوفيد-19؟	نعم. يوصي مركز مكافحة الأمراض والوقاية منها الأشخاص الذين أصيبوا بالفعل بكوفيد-19 بالحصول على لقاح كوفيد-19. \n\nلا نعرف إلى كم من الوقت ستمتد حمايتك حتى لا تُصاب بالعدوى مرة أخرى بعد تعافيك. \n\nأظهرت [إحدى الدراسات](https://www.cdc.gov/mmwr/volumes/70/wr/mm7032e1.htm?s_cid=mm7032e1_e&ACSTrackingID=USCDC_921-DM63289&ACSTrackingLabel=MMWR%20Early%20Release%20-%20Vol.%2070%2C%20August%206%2C%202021&deliveryName=USCDC_921-DM63289) أن الأشخاص غير المطعمين الذين أصيبوا بالفعل بكوفيد-19 هم أكثر عرضة للإصابة به مرة أخرى ربما ضعف من تم تطعيمهم بالفعل.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	16
هل يمكنني الحصول على تطعيم ضد كوفيد-19 في حين أنني حاليًا مريض بكوفيد-19؟	لا. انتظر حتى تتعافى وتلبي [معاير إنهاء العزل](https://www.cdc.gov/coronavirus/2019-ncov/hcp/disposition-in-home-patients.html). وتنطبق هذه الإرشادات أيضًا على الأشخاص الذين أصيبوا بكوفيد-19 بين جرعتهم الأولى والثانية من اللقاح.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	17
هل سيسهل الوصول إلى مواقع إعطاء لقاحات كوفيد-19؟	نعم. كافة عيادات اللقاح في كاليفورنيا مطالبة بتحقيق متطلبات ADA.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	18
كيف أحصل على لقاح كوفيد-19 في المنزل إذا كنت غير قادر على التنقل إلى موقع اللقاح؟	راجع مقدم الرعاية الصحية الخاص بك أو إدارة الصحة المحلية أو الصيدلية المحلية. \n\nإذا لم تتمكن من مغادرة منزلك، فيمكنك ذكر ذلك عند الحجز على [myturn.ca.gov](https://myturn.ca.gov) أو عند الاتصال بالرقم [4255-422-833-1](tel:1-833-422-4255). إذا كنت مؤهلاً، فستتواصل معك دائرة الصحة المحلية للترتيب للتطعيم في المنزل.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	19
كيف يمكنني الحصول على وسيلة نقل إلى موقع اللقاح؟	إذا لم يكن لديك وسيلة توصلك إلى موقع التطعيم، فيمكنك الحصول على وسيلة نقل مجانية من خلال:\n\n*   [My Turn](https://myturn.ca.gov)، أو \n*   من خلال الاتصال بالخط الساخن كوفيد-19 على الرقم [1-833-422-4255](tel:1-833-422-4255).\n\nتتضمن خيارات النقل ما يلي:\n\n*   النقل بالسيارة لمرضى الحالات الطارئة\n*   نقل غير طارئ لمرضى الحالات غير الطارئة، بما في ذلك\n    *   العربات التي تتسع للكراسي المتحركة\n    *   نقل سيارات الإسعاف وخيارات أخرى. \n\nيمكنك أيضًا مراجعة طبيبك المحلي أو إدارة الصحة المحلية أو الصيدلية المحلية.\n\nإذا كان لديك رعاية مُدارة من Medi-Cal، فيمكنك الحصول على توصيلة من خلال خطتك الصحية أو طبيبك. اتصل بقسم خدمة أعضاء خطتك لطلب وسيلة نقل.\n\nإذا كنت تحصل على Medi-Cal من خلال الرسوم مقابل الخدمة (Fee-for-Service, FFS)، فيمكنك الحصول على قائمة بوسائل النقل المتوفرة في مقاطعتك. اتصل بهم مباشرة لترتيب الانتقال إلى مواعيدك. \n\nإذا لم يكن لديك مقدم خدمات رعاية صحية، فيمكن لإدارة خدمات الرعاية الصحية (DHCS) تقديم المساعدة لك. أرسل إليهم رسالة بريد إلكتروني على [DHCSNMT@dhcs.ca.gov](mailto:DHCSNMT@dhcs.ca.gov). لا تذكر معلومات شخصية في أول بريد إلكتروني لك. سيرد موظفو DHCS برسالة بريد إلكتروني آمنة طالبين معلوماتك لتحديد موعد لك. \n\nإذا كنت بحاجة إلى وسيلة نقل طبية غير طارئة، فأبلغ طبيبك. يمكنه أن يصف لك هذه الخدمة وإيصالك بوسائل النقل.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	20
أسأحتاج إلى جرعة معززة من اللقاح؟	نعم. ومن الموصى به أن تحصل على جرعة معززة بمجرد أن تصبح مؤهلاً:\n\n*   إذا حصلت على لقاح **Moderna** أو **Pfizer**، فاحصل على جرعة معززة بعد 5 أشهر\n*   إذا حصلت على لقاح **Johnson & Johnson**، فاحصل على جرعة معززة بعد شهرين\n\nيمكن أن تكون الجرعة المعززة من نوع لقاح مختلف عما تلقيته من قبل. يُنصح بشدة بالتطعيم بجرعة معززة من لقاح Pfizer أو Moderna لأولئك الذين حصلوا على لقاح Johnson & Johnson.\n\nالجرعات المعززة من Moderna وJohnson & Johnson مخصصة لمن يبلغون من العمر 18 عامًا فأكبر فقط. يمكن إعطاء الجرعات المعززة من لقاح Pfizer لمن هم في سن 12 فما فوق.\n\nيمكن لسكان كاليفورنيا تحديد مواعيد الحصول على جرعتهم المعززة أو العثور على إحدى العيادات الخارجية أو المتنقلة التي من دون موعد مسبق على [My Turn](https://myturn.ca.gov/)**.** اقرأ [المزيد عن الجرعات المعززة](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Pfizer-COVID-19-Vaccine-Boosters.aspx) و[أسئلة وأجوبة عن الجرعات المعززة](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Vaccine-Booster-QA.aspx) من إدارة الصحة العامة بولاية كاليفورنيا.\n\nيوصي مركز مكافحة الأمراض والوقاية منها بجرعات إضافية من لقاحي Pfizer أو Moderna لمن يعانون من ضعف المناعة. وهذا يتضمن هؤلاء الذين: \n\n*   يحصلون على علاج فعال للسرطان للأورام أو سرطانات الدم\n*   خضعوا لأحد عمليات زراعة الأعضاء ويتناولون أدوية لتثبيط الجهاز المناعي\n*   خضعوا لأحد عمليات زراعة الخلايا الجذعية خلال العامين الماضيين أو يتناولون أدوية لتثبيط الجهاز المناعي\n*   يعانون من نقص مناعي أولي متوسط أو شديد (مثل متلازمة دي جورج ومتلازمة ويسكوت ألدريتش)\n*   يعانون من عدوى متقدمة أو غير معالجة من فيروس نقص المناعة البشرية\n*   يحصلون على معالجة فعالة بجرعات عالية من الكورتيكوستيرويدات أو غيرها من العقاقير التي تثبط الاستجابة المناعية\n\nويمكن للأطفال الذين تتراوح أعمارهم بين 5 و11 سنة ويعانون من هذه الحالات الحصول على جرعة إضافية من Pfizer.\n\nتحدث إلى طبيبك لمعرفة ما إذا كان الحصول على جرعة إضافية هو الصحيح بالنسبة إليك. إذا كنت تستوفي هذه المعايير، يمكنك حجز جرعتك الثالثة من على [My Turn](https://myturn.ca.gov/).\n\nانظر [الأسئلة والأجوبة حول الجرعات الإضافية](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/ThirdVaccineDoseQandA.aspx).\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	21
ما هو المقبول كدليل على التطعيم الكامل؟	يُقبل ما يلي: \n\n*   إن البطاقة الاصلية لسجل التطعيم ضد كوفيد-19 الصادرة عن إدارة الصحة والخدمات الإنسانية ومركز مكافحة الأمراض والوقاية منها (DHHS وCDC) تشمل ما يلي:\n    *    اسم الشخص الذي تم تطعيمه\n    *   تاريخ الميلاد \n    *   نوع اللقاح المقدم\n    *   رقم التشغيلة\n    *   تاريخ آخر جرعة تم تلقيها\n    *   الموقع الذي تم تلقي اللقاح فيه\n\n*   صورة أو نسخة ورقية من بطاقة سجل التطعيم ضد كوفيد-19 الصادرة عن DHHS CDC\n*   صورة لبطاقة سجل التطعيم المخزنة على هاتف أو جهاز إلكتروني آخر\n*   التوثيق الورقي أو الرقمي للتطعيم من مقدم الرعاية الصحية أو جهة إصدار أخرى.\n*   نسخة [رقمية من سجل لقاح كوفيد -19](https://myvaccinerecord.cdph.ca.gov/) (DCVR). \n\nاقرأ [إرشادات ومعايير سجل التطعيم باللقاحات](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Vaccine-Record-Guidelines-Standards.aspx) الصادرة عن إدارة الصحة العامة بولاية كاليفورنيا للحصول على تفاصيل كاملة.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	22
ماذا يعني أن تكون "مطعمًا بشكل كامل"؟	يعتبر الأشخاص مُطعمين بالكامل ضد كوفيد-19:\n\n*   بعد أسبوعين من تلقيهم جرعتهم الثانية في سلاسل اللقاحات ذات الجرعتين مثل فايزر أو مودرنا (Pfizer-BioNTech أو Moderna)، أو\n*   إذا مر أسبوعان على اللقاح ذي الجرعة الواحدة (مثل لقاح جونسون آند جونسون).\n\nولا يشترط اعتبار الجرعات المعززة تطعيمًا بشكل كامل. لكننا نوصيك بالحصول على جرعة معززة بمجرد أن تكون مؤهلاً للحصول على أكبر قدر من الحماية من كوفيد-19.\n\nراجع [توصيات الصحة العامة للأشخاص الذين تم تطعيمهم بالكامل ضد كوفيد-19](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/COVID-19-Public-Health-Recommendations-for-Fully-Vaccinated-People.aspx) الصادرة عن إدارة الصحة العامة بولاية كاليفورنيا للحصول على التفاصيل.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	23
هل ستصيبني لقاحات كوفيد-19 بفيروس كوفيد-19؟	لا، لن تتسبب اللقاحات في أن تكون نتيجة اختباري إيجابية عند إجراء [الاختبارات الفيروسية](https://www.cdc.gov/coronavirus/2019-ncov/testing/diagnostic-testing.html).\n\nإذا أظهر جسمك استجابة مناعية، فهناك احتمال بأن تكون نتيجة الاختبار إيجابية عند إجراء [اختبارات الأجسام المضادة](https://www.cdc.gov/coronavirus/2019-ncov/testing/serology-overview.html). تشير اختبارات الأجسام المضادة إلى أنه قد يكون لديك حصانة ضد الفيروس.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	24
كيف تتم حماية خصوصيتي إذا أخذت لقاح كوفيد-19؟	تحد قوانين كاليفورنيا بشكل صارم من طرق مشاركة المعلومات الشخصية. وتمنع الدولة تحديد هوية الأفراد في البيانات المشتركة.\n\nاقرأ المزيد في [اتفاقية استخدام بيانات كاليفورنيا والأسئلة الشائعة](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/California-Data-Use-Agreement.aspx)الصادرة عن إدارة الصحة العامة بولاية كاليفورنيا.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	25
هل يجب أن أحتفظ ببطاقة سجل التحصين ضد كوفيد-19؟	نعم. احتفظ ببطاقة التطعيم الخاصة بك في مكان آمن لمنع الفقد أو التلف\n\nإن بوابة [سجل لقاح كوفيد-19 الرقمي](https://myvaccinerecord.cdph.ca.gov/) (DCVR) تعطيك نسخة رقمية من سجل التطعيم الخاص بك. إذا فقدت بطاقتك الورقية، فقم بطباعة نسختك الرقمية. يمكنك استخدامها في أي مكان تظهر فيه بطاقتك الورقية.\n\nاقرأ [إرشادات ومعايير سجل التطعيم باللقاحات](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Vaccine-Record-Guidelines-Standards.aspx) الصادرة عن إدارة الصحة العامة بولاية كاليفورنيا للحصول على تفاصيل كاملة.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	26
إذا حصلت على جرعة معززة أو جرعة إضافية، فهل ستظهر في سجل التطعيم الرقمي الخاص بي؟	لن تظهر تلقائيًا على سجل التطعيم الرقمي الخاص بك. ستحتاج إلى الانتقال إلى بوابة [السجل الرقمي للقاحات كوفيد-19](https://myvaccinerecord.cdph.ca.gov/) للحصول على رمز استجابة سريعة جديد.\n\nانتظر لمدة 14 يومًا حتى تظهر جرعتك الجديدة في سجل التحصين بكاليفورنيا قبل أن تحاول الحصول على رمز استجابة سريعة جديد.\n\nMore info: [المطاعيم](https://covid19.ca.gov/ar/vaccines/)	https://covid19.ca.gov/ar/vaccines/	 	[]	false	[]	27
